p2_points_won,p2_trend*server,p1_points_won,game_no*server,p1_place_ge*server,p2_games,elapsed_time,p1_games*server,p2_trend,return_depth_ND,point_no_to_start*server,server,rally_count,point_no_to_start,serve_width_BW,p1_trend,p2_games*server,p2_distance_run,speed_mph,p1_distance_run,point_no,game_no,p2_winner,serve_depth_NCTL,p1_games,past_time,past_time*server,p1_unf_err,last_time,serve_no,set_no*server,p1_trend*server,factor
21,-22,22,7,1,3,30.53333333,3,-22,0,7,1,5,7,0,22,3,21.731,120,35.024,43,7,0,0,3,5.716666667,5.716666667,0,0.85,2,1,22,-5.091233
22,-22,22,8,0,4,32.66666667,3,-22,1,0,1,5,0,0,22,4,17.523,103,16.535,44,8,0,1,3,0,0,1,0.616666667,2,1,22,-2.175714
22,-22,23,8,0,4,33.25,3,-22,1,1,1,2,1,0,22,4,7.728,106,7.681,45,8,0,1,3,0.583333333,0.583333333,1,2.133333333,1,1,22,4.471549
23,-23,23,8,0,4,34,3,-23,1,2,1,5,2,0,23,4,21.196,127,23.167,46,8,0,1,3,1.333333333,1.333333333,0,0.583333333,1,1,23,-1.021956
24,-23,23,8,0,4,34.53333333,3,-23,1,3,1,2,3,0,23,4,12.491,117,8.638,47,8,0,0,3,1.866666667,1.866666667,1,0.75,1,1,23,-2.51949
24,-23,24,8,0,4,35.28333333,3,-23,1,4,1,8,4,0,23,4,32.138,129,34.436,48,8,1,0,3,2.616666667,2.616666667,0,0.533333333,2,1,23,5.855161
25,-24,24,8,0,4,36.08333333,3,-24,1,5,1,3,5,0,24,4,16.298,102,21.304,49,8,0,1,3,3.416666667,3.416666667,0,0.75,1,1,24,-1.34044
26,-24,24,9,0,5,37.16666667,3,-24,0,0,1,6,0,0,24,5,40.206,128,39.175,50,9,0,1,3,0,0,1,0.8,2,1,24,-0.41697
27,-24,24,9,0,5,38.46666667,3,-24,0,1,1,11,1,0,24,5,40.816,114,45.066,51,9,0,0,3,1.3,1.3,0,1.083333333,2,1,24,-0.101352
27,-24,25,9,0,5,39.16666667,3,-24,0,2,1,1,2,0,24,5,4.13,105,3.915,52,9,0,1,3,2,2,0,1.3,2,1,24,2.737746
27,-25,26,9,0,5,40.11666667,3,-25,1,3,1,8,3,0,25,5,28.069,104,31.508,53,9,0,1,3,2.95,2.95,0,0.7,1,1,25,1.503832
28,-26,26,9,0,5,40.78333333,3,-26,1,4,1,4,4,0,26,5,17.291,125,18.392,54,9,0,0,3,3.616666667,3.616666667,0,0.95,1,1,26,-6.856398
28,-26,27,9,0,5,41.25,3,-26,1,5,1,1,5,0,26,5,6.989,129,10.959,55,9,1,1,3,4.083333333,4.083333333,0,0.666666667,1,1,26,2.90155
29,-27,27,9,0,5,41.86666667,3,-27,0,6,1,4,6,1,27,5,53.303,130,28.502,56,9,0,1,3,4.7,4.7,0,0.466666667,1,1,27,-3.092933
30,-27,27,9,1,5,42.33333333,3,-27,1,7,1,1,7,0,27,5,6.947,135,7.043,57,9,0,1,3,5.166666667,5.166666667,0,0.616666667,1,1,27,-2.249928
30,-27,28,1,0,0,44.76666667,0,-27,1,0,1,3,0,0,27,0,18.357,131,18.206,58,1,0,1,0,0,0,0,0.466666667,1,2,27,5.600907
31,-28,28,1,1,0,45.73333333,0,-28,0,1,1,5,1,0,28,0,16.483,128,19.648,59,1,0,1,0,0.966666667,0.966666667,0,2.433333333,1,2,28,-1.185781
31,-28,29,1,0,0,46.36666667,0,-28,0,2,1,8,2,0,28,0,32.174,119,31.156,60,1,1,1,0,1.6,1.6,0,0.966666667,1,2,28,4.45005
32,-29,29,1,1,0,46.81666667,0,-29,0,3,1,1,3,0,29,0,0.54,129,0.429,61,1,0,1,0,2.05,2.05,0,0.633333333,1,2,29,1.200875
33,-29,29,1,0,0,47.33333333,0,-29,0,4,1,4,4,0,29,0,17.404,112,12.856,62,1,1,1,0,2.566666667,2.566666667,0,0.45,1,2,29,-0.817629
33,-29,30,1,0,0,48.03333333,0,-29,1,5,1,8,5,0,29,0,26.035,127,27.244,63,1,1,1,0,3.266666667,3.266666667,0,0.516666667,1,2,29,3.713696
33,-30,31,1,0,0,48.68333333,0,-30,0,6,1,7,6,1,30,0,22.489,129,18.732,64,1,0,1,0,3.916666667,3.916666667,0,0.7,2,2,30,3.564358
34,-31,31,1,1,0,49.41666667,0,-31,1,7,1,3,7,0,31,0,19.075,116,9.933,65,1,0,0,0,4.65,4.65,0,0.65,1,2,31,-2.858472
34,-31,32,1,0,0,49.93333333,0,-31,0,8,1,4,8,0,31,0,17.336,120,17.053,66,1,0,1,0,5.166666667,5.166666667,0,0.733333333,1,2,31,2.81922
35,-32,32,1,1,0,50.43333333,0,-32,0,9,1,3,9,0,32,0,10.945,114,12.698,67,1,0,0,0,5.666666667,5.666666667,0,0.516666667,1,2,32,-0.018878
35,-32,33,1,0,0,50.95,0,-32,1,10,1,2,10,0,32,0,17.096,98,11.81,68,1,0,0,0,6.183333333,6.183333333,1,0.5,1,2,32,1.211277
35,-33,34,1,1,0,51.35,0,-33,0,11,1,1,11,0,33,0,5.156,107,3.95,69,1,0,0,0,6.583333333,6.583333333,0,0.516666667,1,2,33,1.201113
35,-34,35,2,0,0,52.7,1,-34,1,0,1,5,0,0,34,0,21.893,114,25.277,70,2,0,1,1,0,0,0,0.4,2,2,34,0.970493
35,-35,36,2,1,0,53.38333333,1,-35,0,1,1,2,1,0,35,0,6.104,105,8.674,71,2,0,1,1,0.683333333,0.683333333,0,1.35,1,2,35,1.622015
36,-36,36,2,1,0,53.88333333,1,-36,1,2,1,2,2,0,36,0,6.546,123,9.221,72,2,0,1,1,1.183333333,1.183333333,0,0.683333333,1,2,36,-0.746437
37,-36,36,2,1,0,54.38333333,1,-36,1,3,1,3,3,0,36,0,7.426,131,14.383,73,2,1,1,1,1.683333333,1.683333333,0,0.5,1,2,36,-0.428709
37,-36,37,2,0,0,54.98333333,1,-36,1,4,1,5,4,0,36,0,25.397,124,29.777,74,2,0,0,1,2.283333333,2.283333333,0,0.5,1,2,36,3.543298
38,-37,37,2,1,0,56.03333333,1,-37,0,5,1,12,5,0,37,0,77.833,124,66.354,75,2,0,1,1,3.333333333,3.333333333,0,0.6,1,2,37,-0.943839
39,-37,37,2,0,0,56.53333333,1,-37,0,6,1,1,6,0,37,0,7.509,133,9.927,76,2,0,0,1,3.833333333,3.833333333,0,1.05,1,2,37,-1.123927
40,-37,37,2,1,0,56.96666667,1,-37,0,7,1,1,7,0,37,0,5.77,127,8.673,77,2,0,0,1,4.266666667,4.266666667,0,0.5,1,2,37,0.316491
40,-37,38,3,0,1,58,1,-37,1,0,1,1,0,0,37,1,3.351,128,5.183,78,3,0,1,1,0,0,0,0.433333333,1,2,37,5.285974
41,-38,38,3,1,1,58.68333333,1,-38,1,1,1,5,1,0,38,1,28.647,106,16.931,79,3,0,1,1,0.683333333,0.683333333,0,1.033333333,2,2,38,-2.649505
41,-38,39,3,0,1,59.53333333,1,-38,1,2,1,6,2,0,38,1,27.841,97,29.485,80,3,0,0,1,1.533333333,1.533333333,0,0.683333333,1,2,38,3.047754
41,-39,40,3,1,1,59.95,1,-39,1,3,1,1,3,0,39,1,4.116,111,2.644,81,3,0,1,1,1.95,1.95,0,0.85,2,2,39,3.838457
41,-40,41,3,1,1,60.55,1,-40,1,4,1,1,4,0,40,1,2.29,123,2.917,82,3,0,1,1,2.55,2.55,0,0.416666667,1,2,40,3.59023
41,-41,42,4,0,1,62.4,2,-41,1,0,1,1,0,0,41,1,6.747,129,5.598,83,4,0,1,2,0,0,0,0.6,2,2,41,1.588046
41,-42,43,4,1,1,63.25,2,-42,0,1,1,4,1,0,42,1,16.309,113,19.84,84,4,0,1,2,0.85,0.85,0,1.85,1,2,42,2.594349
41,-43,44,4,1,1,63.76666667,2,-43,0,2,1,4,2,0,43,1,13.409,130,16.566,85,4,0,1,2,1.366666667,1.366666667,0,0.85,1,2,43,0.769845
41,-44,45,4,1,1,64.3,2,-44,0,3,1,2,3,0,44,1,9.485,119,18.457,86,4,0,0,2,1.9,1.9,0,0.516666667,1,2,44,1.576058
41,-45,46,5,0,1,64.98333333,3,-45,0,0,1,2,0,0,45,1,9.419,125,10.913,87,5,0,1,3,0,0,0,0.533333333,2,2,45,3.738566
41,-46,47,5,1,1,65.61666667,3,-46,1,1,1,1,1,0,46,1,4.046,102,5.746,88,5,0,0,3,0.633333333,0.633333333,0,0.683333333,1,2,46,3.335699
41,-47,48,5,1,1,66.13333333,3,-47,1,2,1,5,2,0,47,1,17.416,94,16.834,89,5,0,1,3,1.15,1.15,0,0.633333333,1,2,47,3.96875
42,-48,48,5,1,1,66.58333333,3,-48,0,3,1,3,3,1,48,1,12.449,113,7.86,90,5,0,1,3,1.6,1.6,0,0.516666667,2,2,48,-1.473363
42,-48,49,5,1,1,67.48333333,3,-48,0,4,1,2,4,1,48,1,8.129,89,8.988,91,5,0,1,3,2.5,2.5,0,0.45,1,2,48,4.291458
43,-49,49,6,0,1,69.31666667,4,-49,1,0,1,1,0,0,49,1,10.654,128,11.963,92,6,0,0,4,0,0,0,0.9,1,2,49,-2.282859
44,-49,49,6,0,1,70.23333333,4,-49,1,1,1,9,1,0,49,1,79.183,127,48.318,93,6,0,1,4,0.916666667,0.916666667,0,1.833333333,1,2,49,-2.676841
45,-49,49,6,0,1,70.58333333,4,-49,1,2,1,1,2,0,49,1,3.41,124,5.638,94,6,0,0,4,1.266666667,1.266666667,0,0.916666667,1,2,49,-0.598582
46,-49,49,6,0,1,71.25,4,-49,0,3,1,3,3,0,49,1,8.074,123,11.908,95,6,0,1,4,1.933333333,1.933333333,0,0.35,1,2,49,-2.37997
46,-49,50,7,0,2,71.83333333,4,-49,0,0,1,1,0,0,49,2,1.07,125,0.724,96,7,1,1,4,0,0,0,0.666666667,1,2,49,4.430562
46,-50,51,7,1,2,72.25,4,-50,0,1,1,1,1,0,50,2,0.816,105,1.024,97,7,0,0,4,0.416666667,0.416666667,0,0.583333333,2,2,50,3.916415
46,-51,52,7,1,2,73.03333333,4,-51,0,2,1,5,2,0,51,2,30.465,112,21.604,98,7,0,1,4,1.2,1.2,0,0.416666667,1,2,51,2.563875
46,-52,53,7,1,2,73.66666667,4,-52,1,3,1,7,3,1,52,2,35.834,113,27.951,99,7,0,1,4,1.833333333,1.833333333,0,0.783333333,1,2,52,3.502525
47,-53,53,8,0,2,75.48333333,5,-53,0,0,1,1,0,0,53,2,5.647,109,3.826,100,8,0,1,5,0,0,0,0.633333333,2,2,53,-2.495455
47,-53,54,8,0,2,76.1,5,-53,0,1,1,1,1,0,53,2,3.793,112,5.543,101,8,0,1,5,0.616666667,0.616666667,0,1.816666667,1,2,53,3.968172
48,-54,54,8,0,2,76.68333333,5,-54,1,2,1,4,2,0,54,2,19.932,123,27.833,102,8,0,1,5,1.2,1.2,0,0.616666667,2,2,54,-4.194139
49,-54,54,8,0,2,77.4,5,-54,0,3,1,3,3,0,54,2,9.674,116,13.341,103,8,0,1,5,1.916666667,1.916666667,0,0.583333333,1,2,54,-2.560894
50,-54,54,8,0,2,77.75,5,-54,0,4,1,1,4,0,54,2,0.634,119,0.706,104,8,1,1,5,2.266666667,2.266666667,0,0.716666667,2,2,54,-1.999244
50,-54,55,9,0,3,78.93333333,5,-54,1,0,1,5,0,0,54,3,21.477,111,33.358,105,9,1,1,5,0,0,0,0.35,2,2,54,4.445383
50,-55,56,9,1,3,79.65,5,-55,0,1,1,3,1,0,55,3,13.556,108,12.165,106,9,0,1,5,0.716666667,0.716666667,0,1.183333333,1,2,55,3.967556
50,-56,57,9,1,3,80.1,5,-56,0,2,1,3,2,0,56,3,9.901,120,7.483,107,9,0,1,5,1.166666667,1.166666667,0,0.716666667,2,2,56,4.549731
51,-57,57,9,1,3,80.83333333,5,-57,1,3,1,3,3,0,57,3,11.912,116,8.008,108,9,0,0,5,1.9,1.9,0,0.45,2,2,57,0.409848
52,-57,57,9,1,3,81.48333333,5,-57,1,4,1,0,4,1,57,3,5.806,116,6.129,109,9,0,0,5,2.55,2.55,1,0.733333333,2,2,57,-0.190832
52,-57,58,9,1,3,82.3,5,-57,1,5,1,4,5,0,57,3,15,93,12.066,110,9,0,1,5,3.366666667,3.366666667,1,0.65,1,2,57,4.752051
52,-58,59,1,0,0,84.78333333,0,-58,1,0,1,3,0,0,58,0,9.442,129,12.574,111,1,0,0,0,0,0,0,0.816666667,2,3,58,2.436236
53,-59,59,1,1,0,85.61666667,0,-59,0,1,1,6,1,0,59,0,20.038,104,28.933,112,1,0,1,0,0.833333333,0.833333333,0,2.483333333,1,3,59,-2.330018
54,-59,59,1,0,0,86.08333333,0,-59,1,2,1,3,2,0,59,0,8.156,124,9.844,113,1,0,1,0,1.3,1.3,0,0.833333333,1,3,59,-2.92968
55,-59,59,1,0,0,86.45,0,-59,1,3,1,1,3,0,59,0,0.426,132,0.507,114,1,1,1,0,1.666666667,1.666666667,0,0.466666667,1,3,59,-1.952084
56,-59,59,1,0,0,87.01666667,0,-59,1,4,1,5,4,0,59,0,22.782,122,26.079,115,1,0,1,0,2.233333333,2.233333333,0,0.366666667,1,3,59,-1.967757
56,-59,60,2,0,1,88.16666667,0,-59,1,0,1,5,0,0,59,1,20.173,126,23.421,116,2,0,1,0,0,0,0,0.566666667,1,3,59,4.373418
56,-60,61,2,1,1,88.63333333,0,-60,1,1,1,3,1,0,60,1,13.608,132,14.615,117,2,0,1,0,0.466666667,0.466666667,0,1.15,2,3,60,3.62724
57,-61,61,2,1,1,89.25,0,-61,0,2,1,1,2,1,61,1,9.941,93,11.095,118,2,0,1,0,1.083333333,1.083333333,0,0.466666667,2,3,61,-0.950323
57,-61,62,2,1,1,89.86666667,0,-61,0,3,1,0,3,0,61,1,1.226,93,1.179,119,2,0,0,0,1.7,1.7,1,0.616666667,1,3,61,2.018817
57,-62,63,2,1,1,90.26666667,0,-62,1,4,1,1,4,0,62,1,8.463,115,10.115,120,2,0,1,0,2.1,2.1,0,0.616666667,2,3,62,2.128138
57,-63,64,3,0,1,91.36666667,1,-63,1,0,1,7,0,0,63,1,21.805,97,23.503,121,3,0,1,1,0,0,0,0.4,1,3,63,0.649136
57,-64,65,3,1,1,91.86666667,1,-64,0,1,1,4,1,0,64,1,14.8,129,21.825,122,3,0,0,1,0.5,0.5,0,1.1,2,3,64,1.266132
57,-65,66,3,1,1,92.6,1,-65,1,2,1,2,2,0,65,1,7.758,105,11.372,123,3,0,1,1,1.233333333,1.233333333,0,0.5,1,3,65,0.171891
58,-66,66,3,1,1,93.18333333,1,-66,1,3,1,2,3,1,66,1,11.251,117,14.797,124,3,0,1,1,1.816666667,1.816666667,0,0.733333333,1,3,66,-2.864222
59,-66,66,3,1,1,93.68333333,1,-66,1,4,1,3,4,0,66,1,12.422,120,44.724,125,3,0,0,1,2.316666667,2.316666667,0,0.583333333,1,3,66,0.404144
60,-66,66,3,1,1,94.16666667,1,-66,1,5,1,1,5,0,66,1,0.877,131,1.158,126,3,1,1,1,2.8,2.8,0,0.5,2,3,66,-1.887945
60,-66,67,3,0,1,94.93333333,1,-66,0,6,1,1,6,0,66,1,3.632,108,4.912,127,3,0,1,1,3.566666667,3.566666667,0,0.483333333,2,3,66,2.051876
61,-67,67,3,1,1,96,1,-67,1,7,1,2,7,0,67,1,5.608,109,9.221,128,3,0,1,1,4.633333333,4.633333333,0,0.766666667,2,3,67,-1.741383
62,-67,67,3,0,1,96.9,1,-67,0,8,1,5,8,1,67,1,18.134,104,21.585,129,3,0,1,1,5.533333333,5.533333333,1,1.066666667,1,3,67,-1.768261
62,-67,68,3,1,1,97.46666667,1,-67,1,9,1,3,9,0,67,1,8.396,130,9.544,130,3,1,1,1,6.1,6.1,0,0.9,1,3,67,1.003168
62,-68,69,3,0,1,98,1,-68,1,10,1,2,10,0,68,1,5.885,132,9.257,131,3,0,1,1,6.633333333,6.633333333,0,0.566666667,1,3,68,0.195374
63,-69,69,3,1,1,98.61666667,1,-69,0,11,1,4,11,0,69,1,8.881,124,13.601,132,3,0,1,1,7.25,7.25,0,0.533333333,1,3,69,-2.771918
63,-69,70,3,0,1,99.18333333,1,-69,0,12,1,3,12,0,69,1,6.764,130,11.052,133,3,1,1,1,7.816666667,7.816666667,0,0.616666667,1,3,69,1.638847
63,-70,71,3,1,1,99.71666667,1,-70,0,13,1,2,13,0,70,1,7.166,129,11.416,134,3,0,1,1,8.35,8.35,0,0.566666667,1,3,70,0.554668
63,-71,72,4,0,1,101.8333333,2,-71,1,0,1,8,0,1,71,1,20.029,131,25.928,135,4,0,1,2,0,0,0,0.533333333,2,3,71,2.767705
63,-72,73,4,1,1,102.5333333,2,-72,1,1,1,3,1,0,72,1,18.547,99,11.184,136,4,0,1,2,0.7,0.7,0,2.116666667,1,3,72,3.550784
63,-73,74,4,1,1,102.9166667,2,-73,1,2,1,1,2,0,73,1,4.523,127,4.258,137,4,0,1,2,1.083333333,1.083333333,0,0.7,1,3,73,2.427133
64,-74,74,4,1,1,103.3666667,2,-74,0,3,1,1,3,1,74,1,5.5,116,4.369,138,4,0,1,2,1.533333333,1.533333333,0,0.383333333,1,3,74,0.293651
65,-74,74,4,1,1,103.9333333,2,-74,1,4,1,4,4,0,74,1,24.916,119,25.523,139,4,0,1,2,2.1,2.1,1,0.45,1,3,74,0.236374
66,-74,74,4,1,1,104.6,2,-74,1,5,1,4,5,0,74,1,16.279,128,18.115,140,4,1,1,2,2.766666667,2.766666667,0,0.566666667,1,3,74,0.530455
66,-74,75,4,0,1,105.1833333,2,-74,0,6,1,4,6,1,74,1,16.347,130,15.245,141,4,0,1,2,3.35,3.35,1,0.666666667,2,3,74,2.543064
66,-75,76,4,1,1,105.95,2,-75,1,7,1,1,7,0,75,1,5.752,103,5.954,142,4,0,1,2,4.116666667,4.116666667,0,0.583333333,2,3,75,3.309231
66,-76,77,5,0,1,106.9166667,3,-76,1,0,1,3,0,0,76,1,16.379,92,13.149,143,5,0,1,3,0,0,0,0.766666667,1,3,76,-0.0023
67,-77,77,5,1,1,107.4666667,3,-77,1,1,1,4,1,0,77,1,18.328,115,21.47,144,5,0,0,3,0.55,0.55,0,0.966666667,1,3,77,-3.026788
68,-77,77,5,0,1,107.8166667,3,-77,1,2,1,1,2,0,77,1,3.663,120,3.888,145,5,0,1,3,0.9,0.9,0,0.55,1,3,77,-0.774053
68,-77,78,5,0,1,108.4,3,-77,1,3,1,7,3,1,77,1,17.682,121,22.62,146,5,1,1,3,1.483333333,1.483333333,0,0.35,1,3,77,0.613219
69,-78,78,5,0,1,108.8166667,3,-78,0,4,1,2,4,0,78,1,3.63,127,5.022,147,5,0,1,3,1.9,1.9,0,0.583333333,1,3,78,-3.668227
69,-78,79,5,0,1,109.2833333,3,-78,1,5,1,3,5,0,78,1,8.342,132,9.533,148,5,1,0,3,2.366666667,2.366666667,0,0.416666667,1,3,78,1.233111
69,-79,80,5,0,1,109.7833333,3,-79,1,6,1,4,6,0,79,1,11.537,123,14.82,149,5,0,1,3,2.866666667,2.866666667,0,0.466666667,1,3,79,-0.037022
70,-80,80,5,1,1,110.4166667,3,-80,1,7,1,4,7,0,80,1,16.258,129,24.584,150,5,0,1,3,3.5,3.5,0,0.5,1,3,80,-2.881584
71,-80,80,5,0,1,111.2166667,3,-80,1,8,1,5,8,0,80,1,12.434,132,11.277,151,5,1,1,3,4.3,4.3,0,0.633333333,1,3,80,-1.184084
72,-80,80,5,1,1,111.5833333,3,-80,1,9,1,1,9,0,80,1,0.579,132,0.624,152,5,1,0,3,4.666666667,4.666666667,0,0.8,1,3,80,-1.702728
72,-80,81,6,0,2,113.5666667,3,-80,1,0,1,5,0,0,80,2,12.762,132,20.534,153,6,1,1,3,0,0,0,0.366666667,2,3,80,2.099537
73,-81,81,6,1,2,114.5833333,3,-81,0,1,1,7,1,0,81,2,29.818,98,23.198,154,6,0,1,3,1.016666667,1.016666667,0,1.983333333,2,3,81,-1.066094
73,-81,82,6,0,2,115.3,3,-81,1,2,1,2,2,1,81,2,6.25,92,7.267,155,6,1,1,3,1.733333333,1.733333333,0,1.016666667,1,3,81,2.564403
73,-82,83,6,1,2,115.85,3,-82,1,3,1,3,3,0,82,2,15.405,112,8.036,156,6,0,0,3,2.283333333,2.283333333,0,0.716666667,1,3,82,2.666671
73,-83,84,6,1,2,116.4833333,3,-83,1,4,1,3,4,0,83,2,11.891,109,9.014,157,6,0,1,3,2.916666667,2.916666667,0,0.55,2,3,83,2.163699
74,-84,84,7,0,2,117.4,4,-84,1,0,1,3,0,0,84,2,6.671,120,7.353,158,7,0,1,4,0,0,0,0.633333333,1,3,84,-2.214613
75,-84,84,7,0,2,117.8166667,4,-84,1,1,1,1,1,0,84,2,4.983,116,6.548,159,7,0,0,4,0.416666667,0.416666667,0,0.916666667,1,3,84,-2.265596
76,-84,84,7,0,2,118.3166667,4,-84,1,2,1,5,2,0,84,2,30.585,124,35.672,160,7,1,1,4,0.916666667,0.916666667,0,0.416666667,1,3,84,-1.946059
77,-84,84,7,0,2,118.7166667,4,-84,0,3,1,1,3,0,84,2,4.113,119,4.337,161,7,0,1,4,1.316666667,1.316666667,0,0.5,1,3,84,-2.325107
78,-84,84,8,0,3,120.4333333,4,-84,0,0,1,1,0,0,84,3,1.625,123,2.793,162,8,0,1,4,0,0,0,0.4,2,3,84,1.23738
78,-84,85,8,0,3,121.0833333,4,-84,1,1,1,2,1,0,84,3,9.214,100,7.974,163,8,0,1,4,0.65,0.65,1,1.716666667,1,3,84,1.229156
79,-85,85,8,0,3,121.7166667,4,-85,0,2,1,7,2,1,85,3,41.368,124,29.74,164,8,0,1,4,1.283333333,1.283333333,0,0.65,1,3,85,-0.005466
79,-85,86,8,0,3,122.3,4,-85,0,3,1,2,3,0,85,3,12.179,111,14.065,165,8,0,1,4,1.866666667,1.866666667,1,0.633333333,1,3,85,2.266673
79,-86,87,8,0,3,122.9666667,4,-86,1,4,1,3,4,0,86,3,15.083,129,17.646,166,8,0,0,4,2.533333333,2.533333333,0,0.583333333,2,3,86,1.112185
79,-87,88,8,1,3,123.8833333,4,-87,0,5,1,7,5,0,87,3,37.06,127,25.011,167,8,0,1,4,3.45,3.45,0,0.666666667,1,3,87,2.996306
79,-88,89,9,0,3,124.5666667,5,-88,0,0,1,1,0,0,88,3,6.49,121,4.352,168,9,0,1,5,0,0,0,0.916666667,1,3,88,-0.307313
80,-89,89,9,1,3,124.9333333,5,-89,1,1,1,2,1,1,89,3,7.014,123,11.485,169,9,0,1,5,0.366666667,0.366666667,0,0.683333333,1,3,89,-3.181317
80,-89,90,9,0,3,125.2833333,5,-89,0,2,1,1,2,0,89,3,6.68,123,8.145,170,9,0,1,5,0.716666667,0.716666667,0,0.366666667,2,3,89,2.470735
80,-90,91,9,1,3,126.0666667,5,-90,1,3,1,4,3,0,90,3,15.067,106,16.576,171,9,0,1,5,1.5,1.5,0,0.35,2,3,90,0.570421
81,-91,91,9,1,3,127.0166667,5,-91,1,4,1,6,4,0,91,3,25.907,102,16.222,172,9,0,1,5,2.45,2.45,0,0.783333333,1,3,91,-3.174305
82,-91,91,9,1,3,127.4333333,5,-91,0,5,1,1,5,0,91,3,6.651,132,12.603,173,9,0,1,5,2.866666667,2.866666667,0,0.95,2,3,91,-0.393268
82,-91,92,9,0,3,128.25,5,-91,1,6,1,3,6,0,91,3,20.654,105,14.225,174,9,0,1,5,3.683333333,3.683333333,1,0.416666667,2,3,91,0.266269
82,-92,93,9,1,3,129.1833333,5,-92,1,7,1,8,7,0,92,3,28.221,114,29.074,175,9,0,1,5,4.616666667,4.616666667,0,0.816666667,1,3,92,-0.570855
83,-93,93,1,0,0,134.35,0,-93,1,0,1,4,0,0,93,0,13.591,123,17.891,176,1,0,1,0,0,0,0,0.933333333,2,4,93,-0.802763
84,-93,93,1,0,0,135.0166667,0,-93,1,1,1,0,1,0,93,0,4.31,123,4.385,177,1,0,0,0,0.666666667,0.666666667,1,5.166666667,2,4,93,0.066249
84,-93,94,1,0,0,135.75,0,-93,1,2,1,0,2,1,93,0,4.203,123,3.828,178,1,0,0,0,1.4,1.4,1,0.666666667,1,4,93,2.372557
84,-94,95,1,0,0,136.2833333,0,-94,1,3,1,3,3,0,94,0,10.891,119,10.28,179,1,0,1,0,1.933333333,1.933333333,0,0.733333333,2,4,94,1.588428
84,-95,96,1,0,0,137.3,0,-95,0,4,1,1,4,1,95,0,6.62,92,4.996,180,1,0,1,0,2.95,2.95,0,0.533333333,1,4,95,1.560862
84,-96,97,1,1,0,137.7333333,0,-96,0,5,1,1,5,0,96,0,0.822,111,0.777,181,1,0,0,0,3.383333333,3.383333333,0,1.016666667,1,4,96,2.217831
85,-97,97,2,0,0,138.8666667,1,-97,1,0,1,1,0,0,97,0,5.856,113,4.585,182,2,0,1,1,0,0,0,0.433333333,1,4,97,-2.100803
85,-97,98,2,0,0,139.3166667,1,-97,1,1,1,3,1,0,97,0,0,129,0,183,2,1,1,1,0.45,0.45,0,1.133333333,2,4,97,0.934603
86,-98,98,2,0,0,139.95,1,-98,0,2,1,2,2,0,98,0,25.304,101,12.685,184,2,0,1,1,1.083333333,1.083333333,0,0.45,1,4,98,-1.44206
86,-98,99,2,0,0,140.45,1,-98,1,3,1,3,3,0,98,0,14.828,128,16.655,185,2,0,1,1,1.583333333,1.583333333,0,0.633333333,1,4,98,1.829742
87,-99,99,2,0,0,140.9333333,1,-99,0,4,1,2,4,1,99,0,7.194,124,8.227,186,2,0,1,1,2.066666667,2.066666667,0,0.5,1,4,99,-2.496245
88,-99,99,2,0,0,141.35,1,-99,0,5,1,1,5,0,99,0,0.476,133,0.7,187,2,1,1,1,2.483333333,2.483333333,0,0.483333333,2,4,99,-0.845895
88,-99,100,3,0,1,142.45,1,-99,0,0,1,1,0,0,99,1,6.183,100,5.699,188,3,0,1,1,0,0,0,0.416666667,2,4,99,2.910495
89,-100,100,3,1,1,143.3166667,1,-100,0,1,1,7,1,0,100,1,23.065,93,20.273,189,3,0,1,1,0.866666667,0.866666667,0,1.1,2,4,100,-0.925595
89,-100,101,3,0,1,144.3833333,1,-100,1,2,1,0,2,0,100,1,4.111,93,4.603,190,3,0,0,1,1.933333333,1.933333333,1,0.866666667,1,4,100,2.778247
90,-101,101,3,1,1,144.9166667,1,-101,1,3,1,3,3,0,101,1,17.012,124,18.657,191,3,0,1,1,2.466666667,2.466666667,0,1.066666667,2,4,101,-0.017428
90,-101,102,3,0,1,145.65,1,-101,1,4,1,2,4,1,101,1,7.725,94,7.863,192,3,1,1,1,3.2,3.2,0,0.533333333,1,4,101,1.80699
90,-102,103,3,1,1,146.25,1,-102,1,5,1,5,5,0,102,1,23.07,112,16.467,193,3,0,0,1,3.8,3.8,0,0.733333333,1,4,102,2.141433
91,-103,103,4,0,1,148.7,2,-103,1,0,1,3,0,0,103,1,13.02,109,10.851,194,4,0,1,2,0,0,0,0.6,1,4,103,-1.607367
92,-103,103,4,0,1,149.1166667,2,-103,0,1,1,1,1,0,103,1,12.525,129,17.189,195,4,0,1,2,0.416666667,0.416666667,0,2.45,1,4,103,-0.032289
93,-103,103,4,0,1,149.7333333,2,-103,1,2,1,5,2,0,103,1,23.279,126,61.447,196,4,1,1,2,1.033333333,1.033333333,0,0.416666667,1,4,103,-1.840314
94,-103,103,4,0,1,150.2666667,2,-103,0,3,1,5,3,0,103,1,20.844,123,26.953,197,4,1,0,2,1.566666667,1.566666667,0,0.616666667,2,4,103,0.089148
94,-103,104,5,0,2,164.9333333,2,-103,0,0,1,1,0,1,103,2,4.036,109,5.25,198,5,0,1,2,0,0,0,0.533333333,2,4,103,3.17289
94,-104,105,5,1,2,165.6333333,2,-104,1,1,1,3,1,0,104,2,6.341,95,6.065,199,5,0,1,2,0.7,0.7,0,14.66666667,1,4,104,0.636895
